0.05501,-0.46141,1.2264,0.71407,-0.46372,-0.2408,-0.65105,0.63886,-0.97847,-0.46322
-0.29494,-0.098662,-1.3443,1.2019,-0.088725,0.077252,-0.23177,-0.55114,0.11206,0.03752
8.3106e-06,8.8266e-06,1.2021e-05,3.2099e-06,3.349e-06,7.5602e-06,6.7403e-06,1.0105e-05,7.6875e-06,7.2442e-06
-2.3776e-05,2.9221e-06,1.22e-06,-3.1082e-05,6.5753e-06,-9.3076e-06,-2.5103e-05,-1.8854e-05,-2.7909e-05,-2.5426e-05
-0.50054,0.52767,-0.70931,-1.378,0.33885,0.77355,-1.0372,0.36893,-0.45024,-0.22855
-0.20174,-0.37893,0.3737,-0.075592,-0.7265,-0.47179,-0.093057,-0.78153,-0.40286,-0.87668
-0.21844,0.1544,0.70879,-0.42093,0.50056,-1.4251,-0.10135,0.23214,-0.38922,0.76685
-0.031784,-0.15318,-0.61527,-0.5364,0.25075,-0.88931,-0.40267,-1.1305,-0.74159,0.61888
1.0226e-05,1.3273e-05,1.505e-05,5.1816e-06,3.1296e-06,1.1345e-05,8.7165e-06,1.4457e-05,1.0884e-05,9.736e-06
0.53809,-1.0717,0.067727,-0.52009,-1.993,0.79554,-0.86658,0.32947,-0.13212,0.54564
1.1008,-1.1392,-0.94112,-0.48738,-0.036347,0.015047,-0.42072,-0.05752,0.30714,0.34693
2.0234e-06,2.1531e-05,1.7484e-05,-1.4636e-06,-3.5276e-06,1.8525e-05,2.1563e-06,8.9562e-06,5.8433e-06,6.1393e-06
-1.1623,0.40272,-0.49025,-0.91482,-0.38418,0.74294,-0.21979,-0.88442,-0.75428,-0.078355
-0.44706,0.44434,-0.58595,-0.65274,0.00055652,-0.7359,0.85184,1.0487,-1.2783,-0.86386
1.1257e-06,6.6254e-05,5.1618e-05,9.6313e-06,-2.9351e-06,2.4235e-05,6.4864e-06,3.9253e-05,2.3956e-05,1.568e-05
0.00072826,-0.00092411,-0.004951,-0.00084334,0.0018585,0.002542,-0.0010618,0.00079269,0.0006477,0.00074577
0.00074648,0.00038973,-0.010723,0.0025073,0.0035207,0.0029475,-0.0023094,0.0010093,0.004537,0.00025033
-0.83034,-0.017106,1.0554,-0.10054,-0.46182,0.33414,-0.94921,1.0353,0.6405,-1.0122
-0.67126,-0.22722,-1.7648,0.66946,-1.1307,0.5998,-0.46747,-0.20286,0.60713,-0.57731
0.0020596,0.00035442,-0.00060813,-0.002251,-0.0034408,0.0025709,0.0022444,0.00051937,-0.0014071,0.00091807
0.744,-0.083627,-0.68753,0.15547,-0.59224,-0.98336,-0.30146,1.4108,-0.78293,-1.9639
2.1987e-05,1.3916e-05,1.2903e-05,-2.7565e-06,-2.3627e-06,6.627e-06,7.489e-06,1.3297e-05,5.6439e-06,3.5789e-06
-0.21987,-0.03397,0.61959,-0.28515,-0.46307,0.12132,-0.48334,0.23632,0.16,-0.11732
-0.8442,-0.012119,0.65409,-1.4342,-0.2755,1.015,0.32087,-0.78926,-1.1156,-0.46465
-0.23482,-0.10686,-0.58639,-0.51244,0.43449,0.11055,-0.11071,1.7808,-1.3078,-1.3872
-0.077964,0.63101,-0.30388,-1.1106,-0.27948,-0.91824,0.91159,-0.31728,0.92349,-0.52319
-0.024238,1.6908,-1.222,-0.5686,-0.22698,1.0886,-0.25314,0.77385,-1.4367,0.84665
-0.33366,-0.14649,-0.45321,-0.45535,0.66924,-0.02044,0.023022,0.92344,-0.58525,-1.72
-1.3496e-05,5.9015e-06,4.7972e-07,-1.1848e-05,-1.5845e-06,-7.7614e-06,-8.7113e-06,-6.1804e-06,-7.4877e-06,-1.1151e-05
7.0978e-06,7.4803e-06,7.0747e-06,2.647e-06,-8.2783e-07,3.7564e-06,2.7888e-06,5.9245e-06,4.4103e-06,3.3761e-06
0.87464,0.0257,1.1632,-0.27439,-0.47266,0.33246,-0.43522,-0.73943,-2.0468,-0.43212
0.0083662,0.20279,-0.15251,-0.98462,0.48986,0.40279,-0.19647,-0.15661,0.1455,-0.26022
0.081631,0.61735,0.072939,-0.021204,0.11306,-0.69312,-1.6438,0.36814,-0.6446,-1.6411
-0.35361,-0.84889,-0.68628,-0.36638,0.027635,-1.3464,0.37137,-1.3917,0.71994,0.068629
-0.32352,0.71277,-0.048477,0.31573,-1.7829,-0.91293,1.051,-0.56375,-0.51937,1.4395
-1.1062,0.70253,-1.3793,-1.7797,-1.2617,1.2171,1.2451,-0.66836,-0.68605,-0.61545
-0.88632,0.11969,-1.4892,1.1711,0.57043,0.64117,-1.2074,-0.9049,-1.5316,0.46258
-0.27734,1.1554,0.77431,1.0422,0.041954,-1.165,-1.031,-0.055955,-1.0578,-0.45533
-3.1213e-07,4.0528e-06,4.2392e-06,5.4241e-07,-1.4244e-06,1.5254e-06,-8.8104e-07,3.0408e-06,-6.9726e-07,1.085e-05
-1.2132,-0.40749,-0.85868,-0.1457,-1.0363,-0.43813,-0.038675,0.47909,-0.24386,0.59552
-0.027636,0.13802,-0.635,-0.12158,-0.075451,-0.88571,0.27774,0.19467,0.41509,-1.1827
5.3394e-06,3.5797e-06,5.0687e-06,1.3555e-06,-6.8964e-07,4.3321e-06,3.6452e-06,4.3347e-06,3.3043e-06,2.7751e-06
-0.29795,0.41896,0.62982,-1.183,-0.23409,-0.17941,-0.15169,0.832,-0.077541,-1.2317
