0.13112,-0.0036739,-4.1584e-06,-9.2765e-06,-0.10606,-0.28875,-0.057355,-0.11814,-5.9536e-06,0.1829,0.29524,-9.9537e-06,0.043912,-0.29939,-2.4127e-05,0.00032601,0.001119,0.058447,-0.023229,0.00016365,0.40943,-7.2987e-06,0.1352,0.0046393,0.43923,0.01757,0.30404,0.062962,4.394e-08,-3.4573e-06,-0.21751,0.0255,-0.64862,0.0077519,0.44379,0.27117,-0.28363,-0.29742,-4.3531e-06,-0.081068,-0.060203,-2.1476e-06,-0.27889,-0.18606,0.061434,0.19373,0.69307,-0.1748,0.32445,-4.9877e-06,0.40837,-0.28306,-3.101e-06,0.15061,-1.0421e-05,-0.26258,0.035595,0.17816,0.20382,-0.12944,-0.065051,0.1231,0.12153,0.13156,0.57942,0.42657,0.40086,-5.2736e-06,-0.044297,0.23318,-0.0036852,-5.3829e-06,-0.05789,-0.20486,-0.13815,0.044952,-0.09113,0.271,-0.10741,0.20934,-0.07815,-0.19147,-0.2787,-1.3129e-05,-1.4347e-05,0.13468,-0.077011,-0.099643,-0.1258,0.33202,-0.0040783,-0.25792,-6.4718e-06,-0.1067,-0.084649,-6.9346e-06,0.25182,9.7333e-07,-0.28388,0.24013
2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323
2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323
-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323
2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323
-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323
-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323
2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,2.4703e-323,2.4703e-323,2.4703e-323,-2.4703e-323,-2.4703e-323,-2.4703e-323
-4.9152e-08,-5.3908e-07,5.5679e-11,-3.5141e-10,-1.1513e-06,-7.4021e-08,2.8469e-09,-2.719e-07,6.9906e-11,-2.4841e-09,-1.2028e-07,-1.1858e-11,-1.0043e-06,-7.5699e-07,8.2577e-11,-1.9808e-10,-2.853e-10,1.0571e-07,-1.021e-06,-2.6804e-10,-1.9667e-07,3.8782e-11,9.6351e-09,-4.8701e-07,-1.105e-07,-4.2102e-08,-9.2476e-07,-2.8573e-07,-1.0247e-10,2.6294e-11,-3.5603e-07,1.108e-08,-6.9777e-07,-1.6455e-06,-1.9145e-06,-2.1188e-06,-8.5509e-07,-3.3412e-07,-1.9374e-11,-2.5558e-07,-2.0218e-08,2.147e-11,-2.4817e-07,-1.564e-06,1.8408e-08,-8.7953e-07,-1.5539e-06,-2.009e-07,-1.5886e-06,6.7394e-11,-1.1112e-06,-8.8558e-07,-4.9142e-11,-7.4992e-07,2.1692e-11,-1.5924e-07,-1.9346e-08,-8.6689e-07,-9.9753e-07,-8.5423e-08,-7.9642e-08,1.5627e-08,-5.8412e-07,-1.3699e-06,-1.3345e-06,-1.2723e-06,-1.5462e-06,1.5455e-11,-2.3648e-07,-3.2902e-07,-5.1387e-07,-7.9561e-11,-3.4864e-07,-5.3396e-07,-4.0108e-07,-2.4905e-07,-4.4148e-07,-5.3928e-07,-1.5927e-06,-1.3928e-06,-2.4805e-08,1.9545e-07,-6.4537e-09,-8.0663e-11,-1.377e-11,-8.5563e-07,-1.8936e-07,-9.6078e-07,-1.1232e-06,-2.3002e-07,-2.6311e-10,-1.0193e-06,-1.613e-10,-1.0481e-07,-7.5909e-07,6.0004e-11,-2.0185e-07,-1.3914e-10,-1.4658e-07,-6.7347e-07
0.0003872,-8.393e-05,-2.9557e-09,1.4367e-08,0.00071905,0.0002518,-0.0019619,-0.0020231,-3.9612e-09,-0.00152,-0.00072558,-1.4998e-09,0.00010841,0.00035057,-4.7189e-09,-1.6778e-07,-7.2989e-08,0.00044839,0.00010255,-2.2513e-06,0.0075636,5.0559e-10,0.00013117,0.0025607,0.00061734,0.00023727,-0.0015072,0.0025089,5.5565e-09,-1.044e-09,0.00028555,9.6329e-05,0.0028878,0.00041445,-0.00062799,0.00019135,-9.7274e-05,0.00021262,-5.4566e-09,-0.002621,0.00042376,-9.3796e-10,0.004449,-0.0034142,0.00025285,-0.00069546,-0.00037791,0.00046316,0.0025874,-3.3267e-09,0.0070631,-0.00039479,-4.4117e-09,0.00011775,-4.4447e-09,-0.00015406,-0.0010466,-4.5029e-05,0.00023825,0.00054353,-0.0018777,0.00017938,-0.00045063,0.0001876,0.00070628,-0.0012425,-0.00043115,-1.5731e-09,0.001146,0.0017736,0.001835,6.3411e-09,-0.0017359,-0.0029611,4.5562e-05,-0.00017996,-0.00026915,0.0033443,-0.00054677,0.0004745,5.7138e-05,0.0060168,0.0011689,-8.6244e-09,4.9077e-10,-0.00022158,0.0003799,-0.0032882,0.0035265,-0.00019523,5.1179e-06,-0.00015969,8.3901e-09,-0.00041511,0.004935,-4.4362e-09,0.00013476,6.4009e-09,0.00069735,4.6646e-05
